word,affix_seq
conspicuously,ly
conspirator,or
conspiratorial,al
conspiratorially,al;ly
constable,able
constantly,ly
constellation,tion
consternation,tion
constipation,tion
constitution,tion
constitutional,tion;al
constitutionalize,tion;al;ize
constitutionally,tion;al;ly
constrainedly,ly
constriction,tion
constrictor,or
construction,tion
constructional,tion;al
constructively,ly
constructiveness,ness
constructor,or
consubstantiation,tion
consultation,tion
consumer,er
consummately,ly
consummation,tion
consumption,tion
contagiously,ly
contagiousness,ness
container,er
containerization,tion
containerize,er;ize
containment,ment
contamination,tion
contaminator,or
contemplation,tion
contemporaneously,ly
contemptible,ible
contemptibly,ly
contemptuously,ly
contender,er
contentedly,ly
contention,tion
contentiously,ly
contentiousness,ness
contentment,ment
contestable,able
contextual,al
contextually,al;ly
contiguously,ly
contiguousness,ness
continental,al
continentally,al;ly
contingently,ly
continual,al
continually,al;ly
continuation,tion
continuously,ly
contortion,or;tion
contraception,tion
contractible,ible
contraction,tion
contractor,or
contractual,al
contractually,al;ly
contradiction,tion
contradictorily,ly
contradistinction,tion
contraindication,tion
contraption,tion
contrapuntal,al
contrapuntally,al;ly
contrariwise,ise
contravention,tion
contribution,tion
contributor,or
contritely,ly
contrition,tion
contriver,er
controllable,able
controller,er
controversial,al
controversially,al;ly
controvertible,ible
contumaciously,ly
contumely,ly
contusion,sion
conurbation,tion
convection,tion
convector,or
convener,er
conveniently,ly
convention,tion
conventional,tion;al
conventionally,tion;al;ly
conversation,tion
conversational,tion;al
conversationally,tion;al;ly
conversely,ly
conversion,er;sion
converter,er
convertible,ible
convexly,ly
conveyancer,er
conveyer,er
conveyor,or
conviction,tion
convincible,ible
convincingly,ly
convivial,al
convivially,al;ly
convocation,tion
convolution,tion
convulsion,sion
convulsively,ly
cooker,er
cooler,er
coolly,ly
coolness,ness
cooper,er
cooperation,tion
coordination,tion
coordinator,or
copier,er
copiously,ly
copper,er
copulation,tion
copyholder,er
copywriter,er
coquettishly,ly
coral,al
cordial,al
cordially,al;ly
corer,er
coriander,er
corker,er
corner,er
cornflower,er
cornier,er
cornmeal,al
coronation,tion
coroner,er
corporal,or;al
corporately,ly
corporation,tion
corporeal,al
corporeally,al;ly
corral,al
correction,tion
correctively,ly
correctly,ly
correctness,ness
correlation,tion
correspondingly,ly
corridor,or
corrigible,ible
corroboration,tion
corroborator,or
corrosion,sion
corrosively,ly
corrosiveness,ness
corrugation,tion
corrupter,er
corruptible,ible
corruption,tion
corruptly,ly
corruptness,ness
cortical,al
coruscation,tion
cosier,er
cosily,ly
cosiness,ness
cosmical,al
cosmically,al;ly
cosmological,al
costermonger,er
costlier,er
costliness,ness
costly,ly
costumer,er
cottager,er
cotter,er
councillor,or
counsellor,or
counselor,or
countable,able
counter,er
counteraction,tion
counterattacker,er
counterattraction,tion
counterclockwise,ise
counterfeiter,er
counterpoise,ise
counterproposal,al
countless,less
coupler,er
courageously,ly
courageousness,ness
courier,er
courser,er
courteously,ly
courteousness,ness
courtier,er
courtlier,er
courtliness,ness
courtly,ly
cousinly,ly
couturier,er
cover,er
covertly,ly
covetously,ly
covetousness,ness
cowardliness,ness
cowardly,ly
cowcatcher,er
cower,er
coyly,ly
coyness,ness
cozier,er
crabbedly,ly
crabbedness,ness
crabbier,er
cracker,er
crafter,er
craftier,er
craftily,ly
craftiness,ness
craggier,er
crammer,er
cranial,al
crankier,er
crappier,er
crasher,er
crassly,ly
crassness,ness
crater,er
cravenly,ly
cravenness,ness
crawler,er
crazier,er
crazily,ly
craziness,ness
creakier,er
creakily,ly
creamer,er
creamier,er
creaminess,ness
creation,tion
creatively,ly
creativeness,ness
creator,or
credible,ible
credibly,ly
creditable,able
creditably,ly
creditor,or
credulously,ly
credulousness,ness
creedal,al
creeper,er
creepier,er
creepily,ly
creepiness,ness
cremation,tion
crewmember,er
cricketer,er
crier,er
criminal,al
criminally,al;ly
crinklier,er
crinkly,ly
crisper,er
crispier,er
crisply,ly
crispness,ness
critical,al
critically,al;ly
criticize,ize
critter,er
crofter,er
crookedly,ly
crookedness,ness
crooner,er
cropper,er
crosser,er
crossly,ly
crossness,ness
crossover,er
crosswise,ise
croupier,er
crowdedness,ness
crucial,al
crucially,al;ly
crucible,ible
crucify,ify
crudely,ly
cruder,er
crueller,er
cruelly,ly
cruelness,ness
cruise,ise
cruiser,er
crumblier,er
crumbly,ly
crummier,er
crunchier,er
crupper,er
crusader,er
crusher,er
crushingly,ly
crustier,er
crustily,ly
crustiness,ness
cryptically,al;ly
cryptographer,er
cryptographically,al;ly
crystal,al
crystallization,tion
crystallize,ize
cubical,al
cucumber,er
cuddlier,er
cuddly,ly
culmination,tion
culpable,able
culpably,ly
cultivable,able
cultivation,tion
cultivator,or
cultural,al
culturally,al;ly
culver,er
cumber,er
cumulation,tion
cumulatively,ly
cunningly,ly
cupply,ly
curable,able
curably,ly
curator,or
curiously,ly
curler,er
curlier,er
curliness,ness
curly,ly
currently,ly
cursedly,ly
cursively,ly
cursorily,ly
curtailment,ment
curter,er
curtly,ly
curtness,ness
curvaceously,ly
cushier,er
cussedness,ness
custer,er
custodial,al
customarily,ly
customer,er
cutely,ly
cuteness,ness
cuter,er
cutler,er
cutter,er
cuttingly,ly
cybernetically,al;ly
cyclical,al
cyclically,al;ly
cylinder,er
cylindrical,al
cylindrically,al;ly
cymbal,al
cynical,al
cynically,al;ly
dabbler,er
dafter,er
daftly,ly
daftness,ness
dagger,er
daily,ly
daintier,er
daintily,ly
daintiness,ness
dally,ly
damnable,able
damnably,ly
damnation,tion
damper,er
damply,ly
dampness,ness
dancer,er
dandier,er
dandify,ify
dandily,ly
danger,er
dangerously,ly
danker,er
dankness,ness
dapper,er
daringly,ly
darker,er
darkly,ly
darkness,ness
dartmoor,or
dashingly,ly
datable,able
dateless,less
daughter,er
daughterly,er;ly
dauntless,less
dauntlessly,less;ly
dawdler,er
daydreamer,er
dazedly,ly
dazzler,er
deaconess,ness
deactivation,tion
deadlier,er
deadliness,ness
deadly,ly
deadness,ness
deafer,er
deafness,ness
dealer,er
dearer,er
dearly,ly
dearness,ness
deathless,less
deathly,ly
debarkation,tion
debasement,ment
debatable,able
debater,er
debtor,or
debunker,er
decadently,ly
decanter,er
decapitation,tion
decarbonize,ize
decasyllable,able
deceitfully,ly
deceitfulness,ness
deceiver,er
deceivingly,ly
deceleration,tion
december,er
decently,ly
decentralization,tion
decentralize,al;ize
deception,tion
deceptively,ly
deceptiveness,ness
decertify,ify
decidedly,ly
decimal,al
decimalization,tion
decimalize,al;ize
decimally,al;ly
decimation,tion
decipher,er
decipherable,er;able
decision,sion
decisional,sion;al
decisively,ly
decisiveness,ness
declamation,tion
declarable,able
declaration,tion
declassification,tion
declassify,ify
declension,sion
declination,tion
decoction,tion
decoder,er
decolonization,tion
decolonize,ize
decomposition,tion
decompression,sion
decontamination,tion
decor,or
decoration,tion
decoratively,ly
decorativeness,ness
decorator,or
decorously,ly
decrement,ment
dedicatedly,ly
dedication,tion
deducible,ible
deductable,able
deductible,ible
deduction,tion
deductively,ly
deeper,er
deeply,ly
deepness,ness
deerstalker,er
defacement,ment
defalcation,tion
defamation,tion
defaulter,er
defecation,tion
defection,tion
defectiveness,ness
defector,or
defenceless,less
defencelessly,less;ly
defencelessness,less;ness
defender,er
defenseless,less
defensible,ible
defensibly,ly
defensively,ly
defensiveness,ness
defer,er
deferential,al
deferentially,al;ly
deferment,er;ment
defiantly,ly
deficiently,ly
defilement,ment
defiler,er
definable,able
definitely,ly
definition,tion
definitively,ly
deflation,tion
deflection,tion
deflower,er
defoliation,tion
deforestation,tion
deformation,tion
defrayal,al
defrayment,ment
defroster,er
defter,er
deftly,ly
deftness,ness
degeneration,tion
degeneratively,ly
degradation,tion
dehumanization,tion
dehumanize,ize
dehydration,tion
dejectedly,ly
dejection,tion
delectable,able
delectably,ly
delectation,tion
delegation,tion
deleteriously,ly
deletion,tion
deliberately,ly
deliberateness,ness
deliberation,tion
delicately,ly
deliciously,ly
deliciousness,ness
delightfully,ly
delimitation,tion
delineation,tion
deliriously,ly
deliver,er
deliverer,er;er
delusion,sion
delusively,ly
demagnetization,tion
demagnetize,ize
demagnification,tion
demagogically,al;ly
demander,er
demarcation,tion
demeanor,or
dementedly,ly
demilitarization,tion
demilitarize,ize
demineralization,tion
demise,ise
demister,er
demobilization,tion
demobilize,ize
democratically,al;ly
democratization,tion
democratize,ize
demographer,er
demolition,tion
demonetization,tion
demonetize,ize
demoniacal,al
demoniacally,al;ly
demonically,al;ly
demonstrable,able
demonstrably,ly
demonstration,tion
demonstratively,ly
demonstrator,or
demoralization,tion
demoralize,or;al;ize
demotion,tion
demurely,ly
demureness,ness
demurrer,er
demystification,tion
demystify,ify
demythologization,tion
demythologize,ize
denationalization,tion
denationalize,tion;al;ize
deniable,able
deniably,ly
denial,al
denier,er
denigration,tion
denomination,tion
denominational,tion;al
denominationally,tion;al;ly
denominator,or
denotation,tion
denouement,ment
densely,ly
denseness,ness
denser,er
dental,al
denudation,tion
denunciation,tion
denver,er
deodorize,or;ize
department,ment
departmental,ment;al
dependable,able
dependably,ly
depersonalization,tion
depiction,tion
depilation,tion
depletion,tion
deplorable,or;able
deplorably,ly
deployment,ment
depopulation,tion
deportation,tion
deportment,ment
deposition,tion
depositor,or
depravation,tion
deprecatingly,ly
deprecation,tion
depreciation,tion
depredation,tion
depressingly,ly
depression,sion
deprivation,tion
deputation,tion
deputize,ize
derailment,ment
derangement,ment
dereliction,tion
derequisition,tion
derision,sion
derisively,ly
derisorily,ly
derivable,able
derivation,tion
derivatively,ly
derogation,tion
derogatorily,ly
desalination,tion
desalinization,tion
desalinize,ize
describable,able
description,tion
descriptively,ly
descriptiveness,ness
desecration,tion
desegregation,tion
desensitization,tion
desensitize,ize
deserter,er
desertion,er;tion
deservedly,ly
deservingly,ly
designation,tion
designedly,ly
designer,er
desirable,able
desirably,ly
desolately,ly
desolation,tion
despairingly,ly
desperately,ly
desperation,tion
despicable,able
despicably,ly
despise,ise
despondently,ly
despotically,al;ly
destination,tion
destitution,tion
destroyer,er
destructible,ible
destruction,tion
destructively,ly
destructiveness,ness
desultorily,ly
detachable,able
detachment,ment
detectable,able
detection,tion
detector,or
detention,tion
deter,er
deterioration,tion
determinable,able
determination,tion
determinedly,ly
determiner,er
detestable,able
detestably,ly
detestation,tion
dethronement,ment
detonation,tion
detonator,or
detraction,tion
detractor,or
detribalization,tion
detribalize,al;ize
detriment,ment
detrimental,ment;al
detrimentally,ment;al;ly
devaluation,tion
devastatingly,ly
devastation,tion
developer,er
development,ment
developmental,ment;al
developmentally,ment;al;ly
deviation,tion
devilishly,ly
devilishness,ness
devilment,ment
deviously,ly
deviousness,ness
devise,ise
devitalization,tion
devitalize,al;ize
devolution,tion
devotedly,ly
devotion,tion
devotional,tion;al
devoutly,ly
devoutness,ness
dewier,er
dewily,ly
dewiness,ness
dexter,er
dexterously,ly
diabolical,al
diabolically,al;ly
diacritical,al
diagnosable,able
diagonal,al
diagonalizable,able
diagonally,al;ly
diagrammatical,al
diagrammatically,al;ly
dialectal,al
dialectally,al;ly
dialectical,al
dialectically,al;ly
diameter,er
diametrical,al
diametrically,al;ly
diaper,er
dickier,er
dictation,tion
dictator,or
dictatorial,al
dictatorially,al;ly
diction,tion
didactically,al;ly
differ,er
differentiable,able
differential,al
differentiation,tion
differently,ly
diffidently,ly
diffraction,tion
diffusely,ly
diffuseness,ness
diffusion,sion
digestible,ible
digestion,tion
digger,er
digital,al
dignify,ify
digression,sion
dilapidation,tion
dilatation,tion
dilation,tion
diligently,ly
dilution,tion
dimension,sion
dimensional,sion;al
dimensionally,sion;al;ly
diminution,tion
dimly,ly
dimmer,er
dimness,ness
diner,er
dingier,er
dingily,ly
dinginess,ness
dinkier,er
dinner,er
diplomatically,al;ly
dipper,er
direction,tion
directional,tion;al
directionally,tion;al;ly
directly,ly
directness,ness
director,or
direfully,ly
direr,er
dirtier,er
dirtily,ly
disabilities,dis
disability,dis
disable,dis
disabled,dis
disablement,dis;ment
disablements,dis
disables,dis
disabling,dis
disabuse,dis
disabused,dis
disabuses,dis
disabusing,dis
disadvantage,dis
disadvantageous,dis
disadvantageously,dis;ly
disadvantages,dis
disaffect,dis
disaffected,dis
disaffecting,dis
disaffection,dis;tion
disaffects,dis
disaffiliate,dis
disaffiliated,dis
disaffiliates,dis
disaffiliating,dis
disaffiliation,dis;tion
disafforest,dis
disafforestation,dis;tion
disafforested,dis
disafforesting,dis
disafforests,dis
disagree,dis
disagreeable,dis;able
disagreeableness,dis;able;ness
disagreeably,dis;ly
disagreed,dis
disagreeing,dis
disagreement,dis;ment
disagreements,dis
disagrees,dis
disallow,dis
disallowed,dis
disallowing,dis
disallows,dis
disappear,dis
disappearance,dis
disappearances,dis
disappeared,dis
disappearing,dis
disappears,dis
disappoint,dis
disappointed,dis
disappointing,dis
disappointingly,dis;ly
disappointment,dis;ment
disappointments,dis
disappoints,dis
disapprobation,dis;tion
disapproval,dis;al
disapprove,dis
disapproved,dis
disapproves,dis
disapproving,dis
disapprovingly,dis;ly
disarm,dis
disarmament,dis;ment
disarmed,dis
disarming,dis
disarms,dis
disarrange,dis
disarranged,dis
disarrangement,dis;ment
disarranges,dis
disarranging,dis
disarray,dis
disarrayed,dis
disarraying,dis
disarrays,dis
disassemble,dis
disassembly,dis;ly
disassociate,dis
disassociated,dis
disassociates,dis
disassociating,dis
disaster,dis;er
disasters,dis
disastrous,dis
disastrously,dis;ly
disavow,dis
disavowal,dis;al
disavowed,dis
disavowing,dis
disavows,dis
disband,dis
disbanded,dis
disbanding,dis
disbandment,dis;ment
disbands,dis
disbar,dis
disbarment,dis;ment
disbarred,dis
disbarring,dis
disbars,dis
